TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2014,2,27,17,0,10XX MAINLAND ST,Central Business District,491326.99,5458201.4179
Other Theft,2014,7,8,14,0,10XX MAPLE ST,Kitsilano,489082.8536,5458266.0438
Other Theft,2014,9,1,12,0,10XX MARINASIDE CRES,Central Business District,491400.994,5457872.4225
Other Theft,2014,4,22,4,0,10XX MARINASIDE CRES,Central Business District,491477.7038,5457857.4994
Other Theft,2014,5,12,13,0,10XX MARINASIDE CRES,Central Business District,491543.9092,5457836.0862
Other Theft,2014,5,26,1,30,10XX MARINASIDE CRES,Central Business District,491543.9092,5457836.0862
Other Theft,2014,5,28,22,0,10XX MARINASIDE CRES,Central Business District,491543.9092,5457836.0862
Other Theft,2014,2,23,11,50,10XX NELSON ST,West End,490793.2792,5458756.378
Other Theft,2014,11,21,18,0,10XX NICOLA ST,West End,490124.0819,5459216.37
Other Theft,2014,1,7,15,30,10XX NOOTKA ST,Hastings-Sunrise,496986.1776,5458051.7438
Other Theft,2014,4,13,19,30,10XX ODLUM DR,Grandview-Woodland,494476.1515,5458109.9917
Other Theft,2014,3,15,10,0,10XX PACIFIC ST,West End,490258.8902,5458368.3026
Other Theft,2014,7,21,4,55,10XX PACIFIC ST,West End,490258.8902,5458368.3026
Other Theft,2014,3,17,12,0,10XX PARKER ST,Strathcona,494084.108,5458126.6536
Other Theft,2014,11,17,16,30,10XX RICHARDS ST,Central Business District,491080.4194,5458259.0608
Other Theft,2014,3,13,3,0,10XX RICHARDS ST,Central Business District,491097.481,5458263.2039
Other Theft,2014,3,13,3,28,10XX RICHARDS ST,Central Business District,491097.481,5458263.2039
Other Theft,2014,10,7,19,54,10XX ROBSON ST,West End,490924.6317,5459091.0189
Other Theft,2014,3,7,10,36,10XX ROBSON ST,West End,490931.059,5459097.523
Other Theft,2014,3,21,23,49,10XX ROBSON ST,West End,490931.059,5459097.523
Other Theft,2014,3,23,12,22,10XX ROBSON ST,West End,490931.059,5459097.523
Other Theft,2014,4,21,19,45,10XX ROBSON ST,West End,490931.059,5459097.523
Other Theft,2014,5,9,11,7,10XX ROBSON ST,West End,490931.059,5459097.523
Other Theft,2014,7,21,18,53,10XX ROBSON ST,West End,490931.059,5459097.523
Other Theft,2014,8,15,21,30,10XX ROBSON ST,West End,490931.059,5459097.523
Other Theft,2014,10,4,14,45,10XX ROBSON ST,West End,490932.811,5459082.9361
Other Theft,2014,11,2,15,20,10XX ROBSON ST,West End,490932.811,5459082.9361
Other Theft,2014,5,5,11,15,10XX ROBSON ST,West End,490944.6913,5459084.0516
Other Theft,2014,7,15,10,15,10XX ROBSON ST,West End,490947.4177,5459081.3573
Other Theft,2014,8,15,10,15,10XX ROBSON ST,West End,490947.4177,5459081.3573
Other Theft,2014,11,1,0,0,10XX ROBSON ST,West End,490947.4177,5459081.3573
Other Theft,2014,2,5,14,11,10XX ROBSON ST,West End,490969.2294,5459059.803
Other Theft,2014,6,15,9,30,10XX ROBSON ST,West End,490969.2294,5459059.803
Other Theft,2014,10,19,15,35,10XX ROBSON ST,West End,490987.3403,5459029.0504
Other Theft,2014,8,15,19,30,10XX ROBSON ST,West End,490996.4941,5459032.8602
Other Theft,2014,8,19,10,14,10XX ROBSON ST,West End,491003.6991,5459012.8847
Other Theft,2014,10,11,15,20,10XX ROBSON ST,West End,491011.8785,5459004.8019
Other Theft,2014,12,24,15,0,10XX ROBSON ST,West End,491014.6049,5459002.1076
Other Theft,2014,1,28,22,5,10XX ROBSON ST,West End,491021.0323,5459008.6116
Other Theft,2014,3,21,18,30,10XX ROBSON ST,West End,491021.0323,5459008.6116
Other Theft,2014,9,4,21,39,10XX ROBSON ST,West End,491021.0323,5459008.6116
Other Theft,2014,7,20,17,30,10XX ROBSON ST,West End,491025.5108,5458991.3304
Other Theft,2014,8,24,13,25,10XX ROBSON ST,West End,491025.5108,5458991.3304
Other Theft,2014,5,23,11,25,10XX ROBSON ST,West End,491031.9381,5458997.8345
Other Theft,2014,3,21,20,45,10XX ROBSON ST,West End,491033.6902,5458983.2476
Other Theft,2014,6,29,18,33,10XX ROBSON ST,West End,491033.6902,5458983.2476
Other Theft,2014,7,12,20,27,10XX ROBSON ST,West End,491033.6902,5458983.2476
Other Theft,2014,10,8,20,48,10XX ROBSON ST,West End,491033.6902,5458983.2476
Other Theft,2014,2,1,18,41,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2014,2,14,12,5,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2014,6,3,16,25,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2014,1,10,11,50,10XX ROBSON ST,West End,491053.7498,5458976.2803
Other Theft,2014,10,22,13,42,10XX ROBSON ST,West End,491053.7498,5458976.2803
Other Theft,2014,5,5,10,58,10XX ROBSON ST,West End,491058.2284,5458958.9991
Other Theft,2014,6,16,11,30,10XX ROBSON ST,West End,491058.2284,5458958.9991
Other Theft,2014,10,11,20,15,10XX ROBSON ST,West End,491058.2284,5458958.9991
Other Theft,2014,2,21,16,55,10XX ROBSON ST,West End,491064.6557,5458965.5031
Other Theft,2014,3,23,12,23,10XX ROBSON ST,West End,491064.6557,5458965.5031
Other Theft,2014,11,1,12,0,10XX SALSBURY DR,Grandview-Woodland,495088.56,5458017.745
Other Theft,2014,12,15,14,32,10XX SE MARINE DR,Sunset,493873.1291,5450918.867
Other Theft,2014,1,7,11,41,10XX SEYMOUR ST,Central Business District,491024.4274,5458325.042
Other Theft,2014,4,26,0,1,10XX SEYMOUR ST,Central Business District,491099.4904,5458401.3612
Other Theft,2014,1,31,10,15,10XX SEYMOUR ST,Central Business District,491120.9369,5458423.1666
Other Theft,2014,12,7,9,0,10XX SEYMOUR ST,Central Business District,491120.9369,5458423.1666
Other Theft,2014,1,9,14,0,10XX SEYMOUR ST,Central Business District,491123.0816,5458425.3472
Other Theft,2014,12,2,13,44,10XX SMITHE ST,West End,490890.0196,5458931.8402
Other Theft,2014,4,4,14,33,10XX SMITHE ST,West End,490941.594,5458840.8006
Other Theft,2014,2,22,8,40,10XX STATION ST,Strathcona,492788.8096,5458080.0182
Other Theft,2014,3,27,21,33,10XX STATION ST,Strathcona,492788.8096,5458080.0182
Other Theft,2014,6,14,14,18,10XX STATION ST,Strathcona,492788.8096,5458080.0182
Other Theft,2014,6,18,20,45,10XX VENABLES ST,Strathcona,494022.1362,5458237.8731
Other Theft,2014,7,8,22,0,10XX VENABLES ST,Strathcona,494022.1362,5458237.8731
Other Theft,2014,12,24,9,24,10XX W 15TH AVE,Fairview,490628.25,5456132.0145
Other Theft,2014,6,8,16,0,10XX W 7TH AVE,Fairview,490672.055,5456938.9266
Other Theft,2014,9,19,11,28,10XX W BROADWAY AVE,Fairview,490629.4057,5456754.4414
Other Theft,2014,10,6,15,0,10XX W BROADWAY AVE,Fairview,490638.9624,5456754.1968
Other Theft,2014,1,23,12,0,10XX W BROADWAY AVE,Fairview,490670.584,5456744.2403
Other Theft,2014,9,27,7,0,10XX W BROADWAY AVE,Fairview,490670.584,5456744.2403
Other Theft,2014,8,14,11,0,10XX W BROADWAY AVE,Fairview,490779.127,5456750.6087
Other Theft,2014,7,14,13,0,10XX W CORDOVA ST,Central Business District,491419.7671,5459498.1213
Other Theft,2014,1,3,15,0,10XX W CORDOVA ST,Central Business District,491546.7678,5459447.3423
Other Theft,2014,3,25,13,22,10XX W GEORGIA ST,West End,491060.4643,5459205.0704
Other Theft,2014,6,2,17,0,10XX W GEORGIA ST,Central Business District,491088.6115,5459190.0607
Other Theft,2014,8,30,2,0,10XX W GEORGIA ST,Central Business District,491088.6115,5459190.0607
Other Theft,2014,10,26,6,36,10XX W GEORGIA ST,Central Business District,491088.6115,5459190.0607
Other Theft,2014,12,18,14,0,10XX W GEORGIA ST,Central Business District,491088.6115,5459190.0607
Other Theft,2014,1,7,9,10,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,1,7,18,39,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,1,15,1,50,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,1,25,16,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,2,1,12,35,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,2,4,13,5,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,2,11,17,1,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,2,12,17,1,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,3,10,10,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,3,13,16,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,3,24,17,50,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,3,27,8,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,3,29,12,54,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,4,18,14,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,5,8,11,58,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,5,9,15,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,5,19,19,15,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,5,29,16,41,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,6,14,7,45,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,6,17,17,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,6,17,18,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,6,17,18,18,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,7,3,17,44,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,7,18,14,24,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,9,15,23,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,9,17,12,36,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,10,14,17,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,11,22,9,50,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,11,29,20,54,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,12,5,7,35,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,12,8,13,19,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,12,9,8,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,12,16,13,50,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,12,16,14,20,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,12,22,14,45,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2014,6,9,12,0,10XX W GEORGIA ST,West End,491133.7436,5459132.4869
Other Theft,2014,6,19,15,0,10XX W GEORGIA ST,West End,491141.8857,5459124.422
Other Theft,2014,4,18,12,13,10XX W GEORGIA ST,West End,491163.5981,5459102.9158
Other Theft,2014,1,16,16,37,10XX W GEORGIA ST,West End,491166.3122,5459100.2275
Other Theft,2014,9,17,20,0,10XX W GEORGIA ST,West End,491182.5965,5459084.0978
Other Theft,2014,5,20,16,24,10XX W HASTINGS ST,Central Business District,491386.3107,5459438.4128
Other Theft,2014,9,20,6,51,10XX W HASTINGS ST,Central Business District,491386.3107,5459438.4128
Other Theft,2014,8,13,17,0,10XX W HASTINGS ST,Central Business District,491449.2475,5459411.3564
Other Theft,2014,12,3,9,0,10XX W HASTINGS ST,Central Business District,491449.2475,5459411.3564
Other Theft,2014,12,18,11,28,10XX W HASTINGS ST,Central Business District,491449.2475,5459411.3564
Other Theft,2014,8,18,10,35,10XX W KING EDWARD AVE,Shaughnessy,490574.6419,5455158.2798
Other Theft,2014,7,31,18,10,10XX W KING EDWARD AVE,Shaughnessy,490696.3805,5455186.7883
Other Theft,2014,1,13,13,36,10XX W PENDER ST,Central Business District,491260.5976,5459419.158
Other Theft,2014,9,24,17,0,10XX W PENDER ST,Central Business District,491263.9592,5459407.5907
Other Theft,2014,6,17,12,15,10XX W PENDER ST,Central Business District,491334.3085,5459373.6824
Other Theft,2014,9,20,10,15,10XX W PENDER ST,Central Business District,491415.7251,5459321.6104
Other Theft,2014,1,5,18,14,11XX ALBERNI ST,West End,490862.4736,5459315.3482
Other Theft,2014,3,13,9,54,11XX ALBERNI ST,West End,490862.4736,5459315.3482
Other Theft,2014,4,4,12,0,11XX ALBERNI ST,West End,490862.4736,5459315.3482
Other Theft,2014,3,23,19,36,11XX ALBERNI ST,West End,490894.9534,5459283.8872
Other Theft,2014,5,30,21,0,11XX ALBERNI ST,West End,490918.5751,5459261.0065
Other Theft,2014,6,20,20,30,11XX ALBERNI ST,West End,490918.5751,5459261.0065
Other Theft,2014,6,21,22,0,11XX ALBERNI ST,West End,490918.5751,5459261.0065
Other Theft,2014,9,29,13,0,11XX ALBERNI ST,West End,490918.5751,5459261.0065
Other Theft,2014,12,15,19,1,11XX ALBERNI ST,West End,490951.5114,5459241.8337
Other Theft,2014,12,6,20,0,11XX ALBERNI ST,West End,490978.0858,5459216.0929
Other Theft,2014,4,8,22,53,11XX ALBERNI ST,West End,490992.3928,5459189.5043
Other Theft,2014,4,14,14,42,11XX ALBERNI ST,West End,490998.7548,5459196.0723
Other Theft,2014,5,6,13,46,11XX ALBERNI ST,West End,490998.7548,5459196.0723
Other Theft,2014,11,2,14,18,11XX ALBERNI ST,West End,490998.7548,5459196.0723
Other Theft,2014,8,1,17,51,11XX BARCLAY ST,West End,490656.3788,5459054.7252
Other Theft,2014,5,7,16,18,11XX BEACH AVE,West End,490060.3692,5458451.9904
Other Theft,2014,10,14,0,0,11XX BEACH AVE,West End,490111.1796,5458391.3383
Other Theft,2014,1,23,14,57,11XX BEACH AVE,West End,490136.1724,5458353.3161
Other Theft,2014,8,9,16,0,11XX BIDWELL ST,West End,489955.319,5459433.0949
Other Theft,2014,12,12,12,13,11XX BROUGHTON ST,West End,490122.6897,5459046.1746
Other Theft,2014,1,30,8,41,11XX BURNABY ST,West End,490311.9208,5458627.921
Other Theft,2014,4,3,17,0,11XX BURNABY ST,West End,490349.8498,5458577.9878
Other Theft,2014,8,1,0,0,11XX BURNABY ST,West End,490349.8498,5458577.9878
Other Theft,2014,8,3,20,0,11XX BURNABY ST,West End,490349.8498,5458577.9878
Other Theft,2014,9,12,9,0,11XX BURNABY ST,West End,490349.8498,5458577.9878
Other Theft,2014,10,26,19,0,11XX BURNABY ST,West End,490349.8498,5458577.9878
Other Theft,2014,2,24,6,0,11XX BURRARD ST,Central Business District,490652.6966,5458531.0645
Other Theft,2014,9,26,9,30,11XX BURRARD ST,Central Business District,490652.6966,5458531.0645
Other Theft,2014,6,3,22,0,11XX BURRARD ST,Central Business District,490675.6323,5458554.3312
Other Theft,2014,8,15,4,40,11XX BURRARD ST,Central Business District,490675.6323,5458554.3312
Other Theft,2014,3,19,2,10,11XX BURRARD ST,Central Business District,490679.8024,5458558.5615
Other Theft,2014,3,13,8,0,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,3,22,9,29,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,3,28,9,26,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,5,13,12,0,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,5,13,22,21,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,5,25,10,23,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,6,10,15,0,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,6,16,17,0,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,6,18,6,50,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,6,20,21,38,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,8,9,1,56,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,8,10,16,0,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,8,11,13,57,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,9,6,2,30,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,9,15,13,9,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,9,17,19,54,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,9,20,8,15,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,9,20,10,2,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,9,20,22,17,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,11,4,20,23,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,11,8,18,0,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,11,10,15,10,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,11,15,11,45,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,11,26,12,40,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,12,23,10,40,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,12,23,10,52,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2014,3,29,0,0,11XX BUTE ST,West End,490336.9139,5458819.9974
Other Theft,2014,1,29,11,10,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,2,4,11,32,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,3,11,13,38,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,3,24,12,43,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,4,1,17,27,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,4,2,11,23,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,4,17,17,53,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,5,20,14,27,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,6,6,17,16,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,6,6,18,8,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,7,12,16,5,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,7,18,17,20,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,7,30,16,4,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,8,2,14,24,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,8,13,11,53,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,8,15,10,54,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,9,6,9,30,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,9,8,9,47,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,9,15,9,38,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,10,18,10,4,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,11,22,9,45,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,12,11,13,0,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,12,17,9,50,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,12,28,16,56,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,12,28,17,0,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,12,30,9,36,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2014,4,1,21,0,11XX CHESTNUT ST,Kitsilano,489371.2063,5458167.6272
Other Theft,2014,6,4,9,0,11XX CHESTNUT ST,Kitsilano,489371.2063,5458167.6272
Other Theft,2014,6,16,13,30,11XX CHESTNUT ST,Kitsilano,489371.2063,5458167.6272
Other Theft,2014,8,6,16,20,11XX CHESTNUT ST,Kitsilano,489371.2063,5458167.6272
Other Theft,2014,8,18,9,2,11XX CHESTNUT ST,Kitsilano,489371.2063,5458167.6272
Other Theft,2014,6,3,12,30,11XX COMMERCIAL DR,Grandview-Woodland,494936.2603,5457968.1825
Other Theft,2014,5,22,19,59,11XX COMMERCIAL DR,Grandview-Woodland,494936.6182,5458001.7058
Other Theft,2014,7,29,10,0,11XX COMOX ST,West End,490579.7983,5458814.9147
Other Theft,2014,4,22,11,0,11XX COMOX ST,West End,490585.5306,5458809.1797
Other Theft,2014,2,20,18,0,11XX COTTON DR,Grandview-Woodland,494822.8158,5457961.4658
Other Theft,2014,1,26,12,0,11XX DAVIE ST,West End,490305.8989,5458781.042
Other Theft,2014,10,10,17,28,11XX DAVIE ST,West End,490323.8352,5458775.8059
Other Theft,2014,9,26,2,30,11XX DAVIE ST,West End,490338.0928,5458761.2599
Other Theft,2014,1,19,2,30,11XX DAVIE ST,West End,490342.9686,5458743.2223
Other Theft,2014,6,4,15,38,11XX DAVIE ST,West End,490348.6716,5458737.4039
