TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2013,2,12,15,58,10XX SE MARINE DR,Sunset,493873.1291,5450918.867
Other Theft,2013,5,15,19,0,10XX SE MARINE DR,Sunset,493873.1291,5450918.867
Other Theft,2013,1,31,17,55,10XX SEYMOUR ST,Central Business District,491024.4274,5458325.042
Other Theft,2013,11,13,11,30,10XX SEYMOUR ST,Central Business District,491099.4904,5458401.3612
Other Theft,2013,9,3,16,26,10XX SMITHE ST,West End,490941.594,5458840.8006
Other Theft,2013,3,28,16,0,10XX STATION ST,Strathcona,492788.8096,5458080.0182
Other Theft,2013,6,4,15,0,10XX VERNON DR,Strathcona,494274.836,5458072.496
Other Theft,2013,12,14,8,43,10XX W 12TH AVE,Fairview,490648.0588,5456427.6195
Other Theft,2013,2,21,11,0,10XX W BROADWAY AVE,Fairview,490638.9624,5456754.1968
Other Theft,2013,8,1,12,40,10XX W BROADWAY AVE,Fairview,490638.9624,5456754.1968
Other Theft,2013,1,29,12,0,10XX W BROADWAY AVE,Fairview,490686.7458,5456752.9736
Other Theft,2013,12,6,18,0,10XX W CORDOVA ST,Central Business District,491412.1318,5459501.1279
Other Theft,2013,1,23,13,0,10XX W CORDOVA ST,Central Business District,491419.7671,5459498.1213
Other Theft,2013,4,25,13,15,10XX W CORDOVA ST,Central Business District,491419.7671,5459498.1213
Other Theft,2013,6,17,16,0,10XX W CORDOVA ST,Central Business District,491419.7671,5459498.1213
Other Theft,2013,9,11,13,0,10XX W CORDOVA ST,Central Business District,491419.7671,5459498.1213
Other Theft,2013,2,4,20,32,10XX W CORDOVA ST,Central Business District,491528.0102,5459453.6372
Other Theft,2013,2,13,20,0,10XX W CORDOVA ST,Central Business District,491546.7678,5459447.3423
Other Theft,2013,1,3,12,45,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,1,23,21,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,3,1,15,37,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,3,10,15,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,3,26,13,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,4,3,13,45,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,6,4,10,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,7,1,11,40,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,7,11,5,45,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,7,27,3,18,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,8,2,17,38,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,8,7,17,11,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,8,16,12,27,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,8,27,9,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,8,27,10,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,9,10,16,49,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,10,18,16,37,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,11,22,13,56,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,11,26,12,46,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,11,29,7,51,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,12,3,6,20,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,12,17,0,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,12,31,16,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2013,3,10,2,0,10XX W GEORGIA ST,West End,491141.8857,5459124.422
Other Theft,2013,6,10,0,0,10XX W GEORGIA ST,West End,491141.8857,5459124.422
Other Theft,2013,7,16,9,30,10XX W GEORGIA ST,West End,491141.8857,5459124.422
Other Theft,2013,10,30,12,50,10XX W GEORGIA ST,West End,491141.8857,5459124.422
Other Theft,2013,12,25,14,17,10XX W GEORGIA ST,West End,491141.8857,5459124.422
Other Theft,2013,5,27,14,30,10XX W GEORGIA ST,Central Business District,491170.033,5459109.4124
Other Theft,2013,2,20,12,40,10XX W GEORGIA ST,West End,491171.7403,5459094.8509
Other Theft,2013,3,26,13,28,10XX W GEORGIA ST,West End,491171.7403,5459094.8509
Other Theft,2013,5,16,14,11,10XX W GEORGIA ST,West End,491171.7403,5459094.8509
Other Theft,2013,7,31,17,0,10XX W GEORGIA ST,West End,491171.7403,5459094.8509
Other Theft,2013,8,13,17,43,10XX W GEORGIA ST,West End,491171.7403,5459094.8509
Other Theft,2013,9,7,17,58,10XX W GEORGIA ST,West End,491171.7403,5459094.8509
Other Theft,2013,11,5,10,22,10XX W GEORGIA ST,West End,491171.7403,5459094.8509
Other Theft,2013,12,15,16,1,10XX W GEORGIA ST,West End,491171.7403,5459094.8509
Other Theft,2013,7,15,7,0,10XX W HASTINGS ST,Central Business District,491386.3107,5459438.4128
Other Theft,2013,9,13,0,33,10XX W HASTINGS ST,Central Business District,491482.6578,5459387.0403
Other Theft,2013,8,29,18,9,10XX W KING EDWARD AVE,Shaughnessy,490696.5731,5455155.4751
Other Theft,2013,5,18,7,29,10XX W PENDER ST,Central Business District,491260.5976,5459419.158
Other Theft,2013,8,4,17,44,11XX ALBERNI ST,West End,490862.4736,5459315.3482
Other Theft,2013,9,8,15,30,11XX ALBERNI ST,West End,490862.4736,5459315.3482
Other Theft,2013,10,13,15,0,11XX ALBERNI ST,West End,490862.4736,5459315.3482
Other Theft,2013,5,30,16,55,11XX ALBERNI ST,West End,490894.9534,5459283.8872
Other Theft,2013,7,10,13,15,11XX ALBERNI ST,West End,490894.9534,5459283.8872
Other Theft,2013,7,15,12,0,11XX ALBERNI ST,West End,490894.9534,5459283.8872
Other Theft,2013,2,28,12,30,11XX ALBERNI ST,West End,490918.5751,5459261.0065
Other Theft,2013,3,19,14,0,11XX ALBERNI ST,West End,490918.5751,5459261.0065
Other Theft,2013,7,15,16,51,11XX ALBERNI ST,West End,490918.5751,5459261.0065
Other Theft,2013,11,19,12,30,11XX ALBERNI ST,West End,490918.5751,5459261.0065
Other Theft,2013,9,13,6,49,11XX ALBERNI ST,West End,490945.606,5459247.5539
Other Theft,2013,1,5,13,25,11XX ALBERNI ST,West End,490951.5114,5459241.8337
Other Theft,2013,3,7,17,48,11XX ALBERNI ST,West End,490951.5114,5459241.8337
Other Theft,2013,3,8,17,42,11XX ALBERNI ST,West End,490951.5114,5459241.8337
Other Theft,2013,4,26,15,43,11XX ALBERNI ST,West End,490951.5114,5459241.8337
Other Theft,2013,7,5,17,50,11XX ALBERNI ST,West End,490951.5114,5459241.8337
Other Theft,2013,7,13,16,30,11XX ALBERNI ST,West End,490951.5114,5459241.8337
Other Theft,2013,3,21,19,52,11XX ALBERNI ST,West End,490962.8657,5459218.1052
Other Theft,2013,1,14,13,50,11XX ALBERNI ST,West End,490998.7548,5459196.0723
Other Theft,2013,1,24,14,26,11XX ALBERNI ST,West End,490998.7548,5459196.0723
Other Theft,2013,1,27,17,1,11XX ALBERNI ST,West End,490998.7548,5459196.0723
Other Theft,2013,2,11,14,24,11XX ALBERNI ST,West End,490998.7548,5459196.0723
Other Theft,2013,2,14,12,37,11XX ALBERNI ST,West End,490998.7548,5459196.0723
Other Theft,2013,2,16,14,28,11XX ALBERNI ST,West End,490998.7548,5459196.0723
Other Theft,2013,9,6,15,37,11XX ALBERNI ST,West End,490998.7548,5459196.0723
Other Theft,2013,9,6,16,51,11XX ALBERNI ST,West End,490998.7548,5459196.0723
Other Theft,2013,10,3,17,56,11XX ALBERNI ST,West End,490998.7548,5459196.0723
Other Theft,2013,9,2,9,0,11XX BEACH AVE,West End,490136.1724,5458353.3161
Other Theft,2013,6,16,23,30,11XX BURNABY ST,West End,490282.37,5458656.854
Other Theft,2013,2,13,17,50,11XX BURNABY ST,West End,490296.6584,5458630.0672
Other Theft,2013,7,14,11,37,11XX BURNABY ST,West End,490311.9208,5458627.921
Other Theft,2013,10,1,0,0,11XX BURNABY ST,West End,490317.8309,5458622.1344
Other Theft,2013,1,30,22,30,11XX BURNABY ST,West End,490349.8498,5458577.9878
Other Theft,2013,8,5,10,55,11XX BURNABY ST,West End,490349.8498,5458577.9878
Other Theft,2013,9,3,8,30,11XX BURNABY ST,West End,490349.8498,5458577.9878
Other Theft,2013,10,24,23,5,11XX BURNABY ST,West End,490349.8498,5458577.9878
Other Theft,2013,5,8,16,45,11XX BURRARD ST,Central Business District,490652.6966,5458531.0645
Other Theft,2013,6,6,8,30,11XX BURRARD ST,Central Business District,490652.6966,5458531.0645
Other Theft,2013,7,31,18,30,11XX BURRARD ST,Central Business District,490652.6966,5458531.0645
Other Theft,2013,12,30,16,4,11XX BURRARD ST,Central Business District,490652.6966,5458531.0645
Other Theft,2013,3,12,0,7,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2013,6,7,13,30,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2013,9,3,14,33,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2013,9,23,15,55,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2013,10,1,11,12,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2013,10,2,18,17,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2013,10,26,21,0,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2013,11,1,15,31,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2013,11,6,7,28,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2013,11,8,15,36,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2013,11,8,23,9,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2013,11,27,11,38,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2013,12,31,14,48,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2013,2,8,13,31,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2013,5,27,14,38,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2013,8,10,14,40,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2013,9,14,16,9,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2013,11,8,16,5,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2013,12,14,16,35,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2013,12,27,10,21,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2013,8,11,1,0,11XX BUTE ST,West End,490347.0914,5458829.7934
Other Theft,2013,8,29,12,0,11XX BUTE ST,West End,490410.3816,5458894.5439
Other Theft,2013,6,23,2,0,11XX CAMBIE STREET BRDG,Central Business District,491486.434,5458077.1934
Other Theft,2013,5,27,17,0,11XX CHESTNUT ST,Kitsilano,489371.2063,5458167.6272
Other Theft,2013,9,20,12,0,11XX CHESTNUT ST,Kitsilano,489371.2063,5458167.6272
Other Theft,2013,8,18,22,31,11XX COMMERCIAL DR,Grandview-Woodland,494935.803,5457925.3471
Other Theft,2013,10,15,11,57,11XX COMMERCIAL DR,Grandview-Woodland,494935.9223,5457936.5216
Other Theft,2013,4,16,12,22,11XX COMMERCIAL DR,Grandview-Woodland,494936.5983,5457999.8434
Other Theft,2013,6,4,14,25,11XX COMMERCIAL DR,Grandview-Woodland,494945.3839,5457966.2225
Other Theft,2013,9,5,20,10,11XX COMMERCIAL DR,Grandview-Woodland,494945.3839,5457966.2225
Other Theft,2013,10,19,13,30,11XX COMMERCIAL DR,Grandview-Woodland,494945.3839,5457966.2225
Other Theft,2013,10,20,17,30,11XX COMMERCIAL DR,Grandview-Woodland,494945.3839,5457966.2225
Other Theft,2013,8,22,18,0,11XX COMOX ST,West End,490571.1999,5458823.5172
Other Theft,2013,3,14,9,30,11XX COMOX ST,West End,490585.5306,5458809.1797
Other Theft,2013,10,8,12,0,11XX COMOX ST,West End,490585.5306,5458809.1797
Other Theft,2013,7,12,23,0,11XX CONNAUGHT DR,Shaughnessy,490510.0706,5454550.0457
Other Theft,2013,11,5,14,19,11XX COTTON DR,Grandview-Woodland,494822.8158,5457961.4658
Other Theft,2013,5,5,18,53,11XX DAVIE ST,West End,490323.8352,5458775.8059
Other Theft,2013,1,1,0,0,11XX DAVIE ST,West End,490338.0928,5458761.2599
Other Theft,2013,5,24,0,0,11XX DAVIE ST,West End,490338.0928,5458761.2599
Other Theft,2013,7,7,19,30,11XX DAVIE ST,West End,490338.0928,5458761.2599
Other Theft,2013,7,19,0,1,11XX DAVIE ST,West End,490338.0928,5458761.2599
Other Theft,2013,11,23,0,9,11XX DAVIE ST,West End,490338.0928,5458761.2599
Other Theft,2013,11,23,22,30,11XX DAVIE ST,West End,490338.0928,5458761.2599
Other Theft,2013,12,13,0,30,11XX DAVIE ST,West End,490338.0928,5458761.2599
Other Theft,2013,10,10,15,46,11XX DAVIE ST,West End,490348.6716,5458737.4039
Other Theft,2013,5,18,23,15,11XX DAVIE ST,West End,490358.0534,5458740.8954
Other Theft,2013,6,14,22,0,11XX DAVIE ST,West End,490358.0534,5458740.8954
Other Theft,2013,2,11,17,40,11XX DAVIE ST,West End,490360.0777,5458725.7671
Other Theft,2013,3,28,21,15,11XX DAVIE ST,West End,490360.0777,5458725.7671
Other Theft,2013,5,3,23,0,11XX DAVIE ST,West End,490360.0777,5458725.7671
Other Theft,2013,9,28,10,13,11XX DAVIE ST,West End,490360.0777,5458725.7671
Other Theft,2013,1,12,1,32,11XX DAVIE ST,West End,490375.1625,5458723.4402
Other Theft,2013,5,8,5,30,11XX DAVIE ST,West End,490375.1625,5458723.4402
Other Theft,2013,3,2,22,30,11XX DAVIE ST,West End,490391.4443,5458693.7658
Other Theft,2013,3,25,23,50,11XX DAVIE ST,West End,490391.4443,5458693.7658
Other Theft,2013,5,28,1,30,11XX DAVIE ST,West End,490391.4443,5458693.7658
Other Theft,2013,10,18,22,30,11XX DAVIE ST,West End,490391.4443,5458693.7658
Other Theft,2013,10,22,3,0,11XX DAVIE ST,West End,490391.4443,5458693.7658
Other Theft,2013,12,1,20,35,11XX DAVIE ST,West End,490391.4443,5458693.7658
Other Theft,2013,11,4,16,1,11XX DAVIE ST,West End,490408.5534,5458676.3106
Other Theft,2013,6,4,12,15,11XX DAVIE ST,West End,490411.405,5458673.4014
Other Theft,2013,2,3,3,0,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2013,3,17,8,19,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2013,3,19,12,20,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2013,5,8,11,10,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2013,5,20,19,5,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2013,6,3,19,55,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2013,6,7,12,46,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2013,6,11,19,5,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2013,10,9,16,7,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2013,12,7,22,41,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2013,12,31,14,33,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2013,10,21,5,18,11XX DAVIE ST,West End,490431.3656,5458653.0369
Other Theft,2013,10,24,20,0,11XX DAVIE ST,West End,490434.2171,5458650.1277
Other Theft,2013,5,15,19,30,11XX DAVIE ST,West End,490445.6231,5458638.4909
Other Theft,2013,5,27,17,0,11XX DAVIE ST,West End,490445.6231,5458638.4909
Other Theft,2013,9,11,16,0,11XX DAVIE ST,West End,490445.6231,5458638.4909
Other Theft,2013,10,14,11,34,11XX DAVIE ST,West End,490449.3018,5458647.8008
Other Theft,2013,3,24,12,30,11XX DENMAN ST,West End,489714.979,5459422.6133
Other Theft,2013,6,4,23,50,11XX DENMAN ST,West End,489714.979,5459422.6133
Other Theft,2013,7,13,13,0,11XX DENMAN ST,West End,489724.5618,5459445.0851
Other Theft,2013,11,6,15,15,11XX DENMAN ST,West End,489724.5618,5459445.0851
Other Theft,2013,2,6,10,15,11XX DENMAN ST,West End,489797.3537,5459518.2891
Other Theft,2013,6,25,3,27,11XX DENMAN ST,West End,489797.4754,5459505.392
