TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2012,4,7,11,30,31XX E 54TH AVE,Killarney,497073.0433,5451926.5768
Other Theft,2012,7,7,12,9,31XX E 54TH AVE,Killarney,497073.0433,5451926.5768
Other Theft,2012,7,11,15,53,31XX E 54TH AVE,Killarney,497073.0433,5451926.5768
Other Theft,2012,7,12,16,47,31XX E 54TH AVE,Killarney,497073.0433,5451926.5768
Other Theft,2012,7,23,17,16,31XX E 54TH AVE,Killarney,497073.0433,5451926.5768
Other Theft,2012,4,17,23,0,31XX E HASTINGS ST,Hastings-Sunrise,497184.6177,5458708.0554
Other Theft,2012,9,3,16,0,31XX E HASTINGS ST,Hastings-Sunrise,497184.6177,5458708.0554
Other Theft,2012,7,6,18,30,31XX E HASTINGS ST,Hastings-Sunrise,497273.339,5458717.2932
Other Theft,2012,7,22,12,0,31XX E HASTINGS ST,Hastings-Sunrise,497273.339,5458717.2932
Other Theft,2012,7,22,14,53,31XX E HASTINGS ST,Hastings-Sunrise,497273.339,5458717.2932
Other Theft,2012,4,30,18,0,31XX E PENDER ST,Hastings-Sunrise,497283.4149,5458610.0514
Other Theft,2012,1,1,17,31,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,1,3,18,28,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,1,5,17,43,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,1,6,11,47,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,1,6,17,2,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,1,10,18,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,1,12,15,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,1,20,14,28,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,1,21,11,50,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,1,23,12,30,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,1,23,13,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,1,24,9,56,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,1,24,18,17,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,1,24,21,3,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,1,28,7,18,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,2,1,10,27,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,2,3,20,55,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,2,4,13,29,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,2,4,17,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,2,7,16,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,2,12,13,14,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,2,16,17,37,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,2,21,16,35,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,2,23,16,30,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,2,29,16,21,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,3,5,19,45,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,3,7,15,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,3,10,11,23,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,3,15,15,16,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,3,18,20,48,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,3,31,18,54,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,4,3,16,17,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,4,4,11,15,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,4,4,18,45,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,4,7,14,36,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,4,10,17,25,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,4,10,21,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,4,11,16,32,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,4,13,14,35,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,4,14,20,44,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,4,20,14,8,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,4,30,22,55,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,5,1,17,40,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,5,2,16,47,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,5,7,14,25,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,5,8,20,22,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,5,11,10,3,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,5,11,12,9,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,5,11,15,40,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,5,12,11,17,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,5,14,9,31,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,5,14,14,32,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,5,16,20,55,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,5,25,19,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,5,28,11,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,5,29,18,7,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,5,30,15,42,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,5,31,20,17,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,6,1,11,35,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,6,1,23,19,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,6,4,15,20,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,6,4,15,30,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,6,4,17,18,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,6,5,15,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,6,6,20,15,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,6,8,21,10,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,6,11,21,44,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,6,13,13,52,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,6,15,21,50,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,6,17,14,16,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,6,19,17,23,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,6,20,16,19,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,6,22,10,30,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,6,22,13,30,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,6,22,22,56,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,7,3,17,44,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,7,7,13,30,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,7,9,19,59,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,7,11,18,39,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,7,11,22,43,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,7,12,21,9,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,7,14,18,42,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,7,15,14,40,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,7,17,23,23,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,7,18,21,7,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,7,20,12,48,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,7,21,14,4,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,7,21,18,58,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,7,24,20,30,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,7,24,23,29,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,7,25,18,52,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,7,27,13,23,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,7,31,17,21,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,8,2,17,50,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,8,2,18,24,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,8,8,16,47,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,8,11,17,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,8,18,18,5,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,8,19,11,14,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,8,22,21,48,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,8,31,16,45,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,8,31,21,20,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,9,7,15,49,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,9,8,11,30,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,9,9,13,10,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,9,19,17,35,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,9,20,12,30,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,9,20,12,33,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,9,24,13,55,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,9,24,15,30,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,9,24,17,34,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,10,4,13,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,10,17,17,29,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,10,20,20,56,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,10,28,22,1,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,11,16,16,9,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,12,13,14,5,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,12,13,14,35,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,12,15,4,27,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,12,16,18,30,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,12,16,18,39,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,12,31,14,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2012,3,10,15,30,31XX GRANVILLE ST,Fairview,489896.3891,5456050.5617
Other Theft,2012,6,9,15,12,31XX GRANVILLE ST,Fairview,489896.3891,5456050.5617
Other Theft,2012,5,2,7,45,31XX GRANVILLE ST,Fairview,489897.7881,5456087.8268
Other Theft,2012,7,31,16,30,31XX KINGSWAY AVE,Renfrew-Collingwood,497172.3226,5453622.857
Other Theft,2012,5,28,23,30,31XX KINGSWAY AVE,Renfrew-Collingwood,497200.5293,5453617.3063
Other Theft,2012,11,25,7,30,31XX MAIN ST,Mount Pleasant,492629.1643,5455998.8054
Other Theft,2012,12,12,10,0,31XX MAIN ST,Mount Pleasant,492629.6133,5456013.9721
Other Theft,2012,4,25,16,30,31XX MAIN ST,Mount Pleasant,492629.894,5456023.4513
Other Theft,2012,5,15,13,2,31XX MAIN ST,Mount Pleasant,492639.3708,5456034.5557
Other Theft,2012,3,19,15,20,31XX MAIN ST,Mount Pleasant,492639.7076,5456045.9307
Other Theft,2012,9,19,15,30,31XX MAIN ST,Mount Pleasant,492639.7637,5456047.8265
Other Theft,2012,5,24,20,30,31XX MAIN ST,Mount Pleasant,492640.7179,5456080.0557
Other Theft,2012,10,28,17,0,31XX MAIN ST,Mount Pleasant,492640.7179,5456080.0557
Other Theft,2012,5,5,11,11,31XX MILLER DR,Hastings-Sunrise,497150.8452,5459124.3094
Other Theft,2012,5,10,20,27,31XX MILLER DR,Hastings-Sunrise,497150.8452,5459124.3094
Other Theft,2012,2,26,11,1,31XX OAK ST,Fairview,490740.8705,5456097.7581
Other Theft,2012,3,4,18,32,31XX OAK ST,Fairview,490740.8705,5456097.7581
Other Theft,2012,2,25,13,15,31XX OAK ST,Fairview,490758.7067,5456118.612
Other Theft,2012,12,26,11,34,31XX SONGBIRD MEWS,Killarney,496931.6811,5450484.2152
Other Theft,2012,7,5,2,0,31XX STANLEY PARK DR,Stanley Park,490585.5459,5461103.5482
Other Theft,2012,4,10,23,30,31XX W 15TH AVE,Kitsilano,487260.7332,5456232.3513
Other Theft,2012,4,13,18,0,31XX W 15TH AVE,Kitsilano,487260.7332,5456232.3513
Other Theft,2012,6,6,0,0,31XX W 29TH AVE,Dunbar-Southlands,487309.4655,5454826.7316
Other Theft,2012,2,17,23,59,31XX W 31ST AVE,Dunbar-Southlands,487271.1401,5454617.0242
Other Theft,2012,9,12,11,0,31XX W BROADWAY AVE,Kitsilano,487270.3682,5456835.2653
Other Theft,2012,6,13,14,18,31XX W BROADWAY AVE,Kitsilano,487270.6097,5456844.4061
Other Theft,2012,1,31,22,0,31XX W BROADWAY AVE,Kitsilano,487291.0028,5456843.8673
Other Theft,2012,3,24,1,0,31XX W BROADWAY AVE,Kitsilano,487303.507,5456834.3896
Other Theft,2012,8,14,16,0,31XX W BROADWAY AVE,Kitsilano,487313.7036,5456834.1202
Other Theft,2012,8,22,8,25,31XX W BROADWAY AVE,Kitsilano,487313.7036,5456834.1202
Other Theft,2012,9,15,12,42,31XX W BROADWAY AVE,Kitsilano,487313.7036,5456834.1202
Other Theft,2012,8,4,14,15,31XX W BROADWAY AVE,Kitsilano,487318.8019,5456833.9855
Other Theft,2012,2,7,10,55,31XX W BROADWAY AVE,Kitsilano,487334.0967,5456833.5813
Other Theft,2012,3,23,8,11,32XX CAMBIE ST,South Cambie,491620.0627,5455935.9892
Other Theft,2012,4,30,19,30,32XX CAMBIE ST,South Cambie,491620.0627,5455935.9892
Other Theft,2012,5,3,16,35,32XX CAMBIE ST,South Cambie,491620.0627,5455935.9892
Other Theft,2012,5,24,9,20,32XX CAMBIE ST,South Cambie,491620.0627,5455935.9892
Other Theft,2012,5,24,21,40,32XX CAMBIE ST,South Cambie,491620.0627,5455935.9892
Other Theft,2012,7,3,12,46,32XX CAMBIE ST,South Cambie,491620.0627,5455935.9892
Other Theft,2012,7,20,20,14,32XX CAMBIE ST,South Cambie,491620.0627,5455935.9892
Other Theft,2012,8,7,15,25,32XX CAMBIE ST,South Cambie,491620.0627,5455935.9892
Other Theft,2012,11,29,23,27,32XX CAMBIE ST,South Cambie,491620.0627,5455935.9892
Other Theft,2012,7,27,17,0,32XX COMMERCIAL DR,Kensington-Cedar Cottage,494950.334,5455888.5079
Other Theft,2012,7,27,17,30,32XX COMMERCIAL DR,Kensington-Cedar Cottage,494950.334,5455888.5079
Other Theft,2012,9,2,23,0,32XX COMMERCIAL DR,Kensington-Cedar Cottage,494950.334,5455888.5079
Other Theft,2012,11,16,23,59,32XX COMMERCIAL DR,Kensington-Cedar Cottage,494950.334,5455888.5079
Other Theft,2012,8,31,12,50,32XX DUNBAR ST,Dunbar-Southlands,486524.97,5456107.4337
Other Theft,2012,6,19,4,0,32XX E 22ND AVE,Renfrew-Collingwood,497419.2843,5455320.244
Other Theft,2012,3,21,12,3,32XX E 22ND AVE,Renfrew-Collingwood,497517.8364,5455320.3801
Other Theft,2012,3,22,7,28,32XX E 22ND AVE,Renfrew-Collingwood,497517.8364,5455320.3801
Other Theft,2012,6,13,16,47,32XX E 22ND AVE,Renfrew-Collingwood,497517.8364,5455320.3801
Other Theft,2012,12,17,9,25,32XX E 46TH AVE,Killarney,497388.5827,5452845.5912
Other Theft,2012,6,5,0,0,32XX E 52ND AVE,Killarney,497188.9853,5452136.1343
Other Theft,2012,6,5,0,0,32XX E 52ND AVE,Killarney,497316.8823,5452134.9227
Other Theft,2012,11,30,12,19,32XX E 54TH AVE,Killarney,497159.7814,5451926.6142
Other Theft,2012,2,17,11,0,32XX E 5TH AVE,Hastings-Sunrise,497387.3008,5456985.6934
Other Theft,2012,1,2,1,30,32XX E GEORGIA ST,Hastings-Sunrise,497403.2027,5458386.7211
Other Theft,2012,10,29,22,0,32XX E HASTINGS ST,Hastings-Sunrise,497383.7584,5458717.2846
Other Theft,2012,10,27,21,0,32XX EUCLID AVE,Renfrew-Collingwood,497265.1303,5453922.301
Other Theft,2012,4,16,9,0,32XX KINGSWAY AVE,Renfrew-Collingwood,497308.5648,5453537.4697
Other Theft,2012,12,7,10,6,32XX KINGSWAY AVE,Renfrew-Collingwood,497308.5648,5453537.4697
Other Theft,2012,2,11,22,30,32XX KINGSWAY AVE,Renfrew-Collingwood,497320.6801,5453540.0705
Other Theft,2012,9,13,12,26,32XX KINGSWAY AVE,Renfrew-Collingwood,497353.3552,5453516.2782
Other Theft,2012,6,22,22,0,32XX MATAPAN CRES,Renfrew-Collingwood,497792.9888,5456014.2426
Other Theft,2012,7,14,23,30,32XX RUPERT ST,Renfrew-Collingwood,497532.0348,5455847.0227
Other Theft,2012,11,27,22,32,32XX TURNER ST,Hastings-Sunrise,497470.197,5458475.2083
Other Theft,2012,8,11,1,0,32XX TURNER ST,Hastings-Sunrise,497498.2536,5458484.1349
Other Theft,2012,7,19,21,0,32XX VENABLES ST,Hastings-Sunrise,497388.9072,5458202.6018
Other Theft,2012,4,11,10,0,32XX W 10TH AVE,Kitsilano,487175.0749,5456740.6674
Other Theft,2012,11,2,21,45,32XX W 13TH AVE,Kitsilano,487168.9217,5456437.2601
Other Theft,2012,7,18,22,0,32XX W 30TH AVE,Dunbar-Southlands,487068.2362,5454732.799
Other Theft,2012,12,18,16,30,32XX W 31ST AVE,Dunbar-Southlands,487028.6886,5454619.5713
Other Theft,2012,6,18,23,11,32XX W 32ND AVE,Dunbar-Southlands,487025.9302,5454512.6042
Other Theft,2012,5,2,10,59,32XX W 5TH AVE,Kitsilano,487186.1999,5457224.3956
Other Theft,2012,6,1,0,0,32XX W 5TH AVE,Kitsilano,487186.1999,5457224.3956
Other Theft,2012,8,21,2,30,32XX W BROADWAY AVE,Kitsilano,487104.2914,5456848.9421
Other Theft,2012,12,21,18,43,32XX W BROADWAY AVE,Kitsilano,487116.7176,5456839.4483
Other Theft,2012,4,6,9,0,32XX W BROADWAY AVE,Kitsilano,487175.0495,5456837.8231
Other Theft,2012,8,18,14,0,32XX W BROADWAY AVE,Kitsilano,487185.4488,5456846.681
Other Theft,2012,11,21,0,0,32XX WAVERLEY AVE,Killarney,497308.9094,5452690.8873
Other Theft,2012,4,29,14,50,33A W HASTINGS ST,Central Business District,492341.916,5458776.6446
Other Theft,2012,5,4,17,30,33XX CAMBIE ST,South Cambie,491618.2712,5455887.5431
Other Theft,2012,5,24,20,30,33XX CAMBIE ST,South Cambie,491618.5956,5455897.3979
Other Theft,2012,6,1,22,15,33XX CAMBIE ST,South Cambie,491618.5956,5455897.3979
Other Theft,2012,8,30,14,8,33XX CAMBIE ST,Riley Park,491626.6317,5455863.5908
Other Theft,2012,3,31,0,0,33XX CHERRY ST,Renfrew-Collingwood,497608.1917,5453545.5148
Other Theft,2012,4,4,21,30,33XX CHURCH ST,Renfrew-Collingwood,497581.843,5453471.386
Other Theft,2012,4,3,14,0,33XX E 4TH AVE,Hastings-Sunrise,497607.8857,5457101.8314
Other Theft,2012,8,1,14,0,33XX E 4TH AVE,Hastings-Sunrise,497607.8857,5457101.8314
Other Theft,2012,2,22,15,30,33XX E 6TH AVE,Hastings-Sunrise,497606.1485,5456887.7003
Other Theft,2012,2,25,9,0,33XX E BROADWAY AVE,Hastings-Sunrise,497582.6868,5456574.4679
Other Theft,2012,5,23,11,30,33XX FRASER ST,Riley Park,493450.6302,5455799.2888
Other Theft,2012,10,18,12,7,33XX FRASER ST,Riley Park,493450.6302,5455799.2888
Other Theft,2012,3,11,20,33,33XX GRANDVIEW HWY,Renfrew-Collingwood,497573.7969,5456147.3685
Other Theft,2012,11,26,8,48,33XX GRANDVIEW HWY,Renfrew-Collingwood,497573.7969,5456147.3685
Other Theft,2012,6,10,3,0,33XX GRANDVIEW HWY,Renfrew-Collingwood,497651.1892,5456156.7387
Other Theft,2012,1,2,23,52,33XX KINGSWAY AVE,Renfrew-Collingwood,497404.1959,5453466.1888
Other Theft,2012,4,4,13,0,33XX KINGSWAY AVE,Renfrew-Collingwood,497404.1959,5453466.1888
Other Theft,2012,4,7,11,31,33XX KINGSWAY AVE,Renfrew-Collingwood,497404.1959,5453466.1888
Other Theft,2012,8,7,23,18,33XX KINGSWAY AVE,Renfrew-Collingwood,497404.1959,5453466.1888
Other Theft,2012,8,15,0,32,33XX KINGSWAY AVE,Renfrew-Collingwood,497404.1959,5453466.1888
Other Theft,2012,8,26,23,31,33XX KINGSWAY AVE,Renfrew-Collingwood,497404.1959,5453466.1888
Other Theft,2012,9,1,1,47,33XX KINGSWAY AVE,Renfrew-Collingwood,497404.1959,5453466.1888
Other Theft,2012,9,23,5,56,33XX KINGSWAY AVE,Renfrew-Collingwood,497404.1959,5453466.1888
Other Theft,2012,7,27,13,30,33XX KINGSWAY AVE,Renfrew-Collingwood,497422.6954,5453462.9688
Other Theft,2012,3,16,12,40,33XX KINGSWAY AVE,Renfrew-Collingwood,497458.7563,5453422.0413
Other Theft,2012,4,28,15,4,33XX KINGSWAY AVE,Renfrew-Collingwood,497458.7563,5453422.0413
Other Theft,2012,1,31,22,10,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2012,2,10,18,50,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2012,2,19,16,55,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2012,2,26,15,4,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2012,2,27,12,22,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2012,4,9,19,58,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2012,5,1,12,10,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2012,5,23,14,47,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2012,5,27,14,32,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2012,6,7,15,15,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2012,6,10,13,58,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2012,6,10,16,25,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2012,6,15,15,27,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2012,6,20,15,57,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2012,6,22,19,6,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2012,6,29,12,42,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
