TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2012,2,16,16,3,10XX ROBSON ST,West End,490941.9648,5459086.7458
Other Theft,2012,1,12,16,0,10XX ROBSON ST,West End,490949.1698,5459066.7704
Other Theft,2012,9,9,12,32,10XX ROBSON ST,West End,490962.8021,5459053.299
Other Theft,2012,3,5,21,27,10XX ROBSON ST,West End,490969.2294,5459059.803
Other Theft,2012,6,18,14,14,10XX ROBSON ST,West End,490974.6824,5459054.4145
Other Theft,2012,10,16,14,30,10XX ROBSON ST,West End,490981.8874,5459034.439
Other Theft,2012,4,26,19,20,10XX ROBSON ST,West End,490996.4941,5459032.8602
Other Theft,2012,6,19,17,40,10XX ROBSON ST,West End,491001.947,5459027.4716
Other Theft,2012,10,25,15,45,10XX ROBSON ST,West End,491012.8529,5459016.6945
Other Theft,2012,8,9,16,11,10XX ROBSON ST,West End,491025.5108,5458991.3304
Other Theft,2012,11,15,20,26,10XX ROBSON ST,West End,491031.9381,5458997.8345
Other Theft,2012,11,23,21,15,10XX ROBSON ST,West End,491031.9381,5458997.8345
Other Theft,2012,12,20,14,0,10XX ROBSON ST,West End,491031.9381,5458997.8345
Other Theft,2012,12,4,17,0,10XX ROBSON ST,West End,491033.6902,5458983.2476
Other Theft,2012,7,5,20,11,10XX ROBSON ST,West End,491042.844,5458987.0574
Other Theft,2012,9,23,19,24,10XX ROBSON ST,West End,491042.844,5458987.0574
Other Theft,2012,4,20,13,16,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2012,5,14,13,51,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2012,6,13,20,21,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2012,7,18,19,40,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2012,11,12,19,25,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2012,11,15,11,32,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2012,2,19,16,40,10XX ROBSON ST,West End,491058.2284,5458958.9991
Other Theft,2012,4,22,18,30,10XX ROBSON ST,West End,491058.2284,5458958.9991
Other Theft,2012,9,28,13,39,10XX ROBSON ST,West End,491058.2284,5458958.9991
Other Theft,2012,11,2,6,30,10XX SE MARINE DR,Sunset,493846.0461,5450938.0543
Other Theft,2012,3,22,18,30,10XX SE MARINE DR,Sunset,493873.1291,5450918.867
Other Theft,2012,7,14,1,0,10XX SEYMOUR ST,Central Business District,491097.2605,5458412.1342
Other Theft,2012,8,1,13,56,10XX SW MARINE DR,Marpole,490456.6943,5450204.966
Other Theft,2012,12,6,22,30,10XX SW MARINE DR,Marpole,490456.6943,5450204.966
Other Theft,2012,3,5,12,4,10XX W 15TH AVE,Fairview,490711.3207,5456129.8841
Other Theft,2012,6,22,10,0,10XX W 41ST AVE,Shaughnessy,490584.9335,5453485.905
Other Theft,2012,6,22,14,55,10XX W 41ST AVE,Shaughnessy,490584.9335,5453485.905
Other Theft,2012,4,11,23,0,10XX W 57TH AVE,Marpole,490618.3076,5451828.2211
Other Theft,2012,5,5,23,40,10XX W 8TH AVE,Fairview,490654.6877,5456855.8972
Other Theft,2012,2,18,13,30,10XX W BROADWAY AVE,Fairview,490629.4057,5456754.4414
Other Theft,2012,9,10,13,30,10XX W BROADWAY AVE,Fairview,490667.3984,5456744.3218
Other Theft,2012,5,18,14,0,10XX W BROADWAY AVE,Fairview,490673.7695,5456744.1587
Other Theft,2012,1,13,19,10,10XX W BROADWAY AVE,Fairview,490747.0374,5456742.2831
Other Theft,2012,4,8,11,5,10XX W BROADWAY AVE,Fairview,490753.4085,5456742.12
Other Theft,2012,6,30,12,16,10XX W CORDOVA ST,Central Business District,491546.7678,5459447.3423
Other Theft,2012,8,26,14,55,10XX W GEORGIA ST,Central Business District,491088.6115,5459190.0607
Other Theft,2012,1,17,16,45,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,1,20,17,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,1,28,8,40,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,3,9,12,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,3,28,15,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,3,31,15,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,4,18,15,21,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,4,23,18,50,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,4,26,7,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,4,27,8,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,5,15,11,25,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,6,4,17,14,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,6,23,19,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,7,13,8,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,7,17,7,35,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,7,26,9,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,7,27,15,41,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,11,21,12,45,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,11,26,20,45,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,12,2,15,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,12,13,12,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,12,16,11,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2012,11,29,17,30,10XX W GEORGIA ST,West End,491128.3155,5459137.8634
Other Theft,2012,10,30,13,0,10XX W GEORGIA ST,West End,491141.8857,5459124.422
Other Theft,2012,2,8,12,30,10XX W GEORGIA ST,West End,491160.8841,5459105.6041
Other Theft,2012,3,27,9,27,10XX W GEORGIA ST,West End,491163.5981,5459102.9158
Other Theft,2012,12,12,23,54,10XX W HASTINGS ST,Central Business District,491386.3107,5459438.4128
Other Theft,2012,2,4,7,24,10XX W KING EDWARD AVE,Shaughnessy,490696.5731,5455155.4751
Other Theft,2012,8,2,15,6,10XX W PENDER ST,Central Business District,491253.4571,5459422.3986
Other Theft,2012,4,26,17,4,10XX W PENDER ST,Central Business District,491260.5976,5459419.158
Other Theft,2012,5,14,14,11,10XX W PENDER ST,Central Business District,491260.5976,5459419.158
Other Theft,2012,7,6,13,0,10XX W PENDER ST,Central Business District,491334.3085,5459373.6824
Other Theft,2012,5,11,16,35,11XX ALBERNI ST,West End,490862.4736,5459315.3482
Other Theft,2012,7,11,19,0,11XX ALBERNI ST,West End,490894.9534,5459283.8872
Other Theft,2012,7,16,19,0,11XX ALBERNI ST,West End,490894.9534,5459283.8872
Other Theft,2012,1,2,16,40,11XX ALBERNI ST,West End,490918.5751,5459261.0065
Other Theft,2012,8,18,14,20,11XX ALBERNI ST,West End,490918.5751,5459261.0065
Other Theft,2012,9,13,11,0,11XX ALBERNI ST,West End,490918.5751,5459261.0065
Other Theft,2012,10,12,8,20,11XX ALBERNI ST,West End,490918.5751,5459261.0065
Other Theft,2012,11,4,12,0,11XX ALBERNI ST,West End,490918.5751,5459261.0065
Other Theft,2012,11,13,17,0,11XX ALBERNI ST,West End,490918.5751,5459261.0065
Other Theft,2012,12,7,11,50,11XX ALBERNI ST,West End,490918.5751,5459261.0065
Other Theft,2012,12,22,15,59,11XX ALBERNI ST,West End,490918.5751,5459261.0065
Other Theft,2012,2,8,11,10,11XX ALBERNI ST,West End,490951.5114,5459241.8337
Other Theft,2012,5,28,18,5,11XX ALBERNI ST,West End,490951.5114,5459241.8337
Other Theft,2012,7,18,17,30,11XX ALBERNI ST,West End,490951.5114,5459241.8337
Other Theft,2012,9,1,21,12,11XX ALBERNI ST,West End,490951.5114,5459241.8337
Other Theft,2012,11,10,12,50,11XX ALBERNI ST,West End,490951.5114,5459241.8337
Other Theft,2012,12,16,11,0,11XX ALBERNI ST,West End,490951.5114,5459241.8337
Other Theft,2012,2,14,17,0,11XX ALBERNI ST,West End,490969.2277,5459224.6732
Other Theft,2012,2,14,18,0,11XX ALBERNI ST,West End,490969.2277,5459224.6732
Other Theft,2012,7,17,11,39,11XX ALBERNI ST,West End,490992.3928,5459189.5043
Other Theft,2012,6,10,17,21,11XX ALBERNI ST,West End,490998.7548,5459196.0723
Other Theft,2012,10,25,16,51,11XX ALBERNI ST,West End,490998.7548,5459196.0723
Other Theft,2012,12,14,17,4,11XX ALBERNI ST,West End,490998.7548,5459196.0723
Other Theft,2012,2,16,22,26,11XX BARCLAY ST,West End,490656.3788,5459054.7252
Other Theft,2012,6,7,8,30,11XX BARCLAY ST,West End,490656.3788,5459054.7252
Other Theft,2012,6,26,14,26,11XX BARCLAY ST,West End,490685.1878,5459025.6383
Other Theft,2012,5,14,5,48,11XX BARCLAY ST,West End,490719.7587,5458990.7341
Other Theft,2012,6,21,7,53,11XX BEACH AVE,West End,490136.1724,5458353.3161
Other Theft,2012,8,15,11,54,11XX BURNABY ST,West End,490320.299,5458606.9208
Other Theft,2012,11,15,13,0,11XX BURNABY ST,West End,490344.4266,5458596.0947
Other Theft,2012,3,28,8,0,11XX BURNABY ST,West End,490349.8498,5458577.9878
Other Theft,2012,4,22,9,0,11XX BURNABY ST,West End,490349.8498,5458577.9878
Other Theft,2012,4,27,2,0,11XX BURNABY ST,West End,490349.8498,5458577.9878
Other Theft,2012,8,7,11,0,11XX BURNABY ST,West End,490349.8498,5458577.9878
Other Theft,2012,9,5,16,9,11XX BURNABY ST,West End,490349.8498,5458577.9878
Other Theft,2012,9,8,1,22,11XX BURNABY ST,West End,490349.8498,5458577.9878
Other Theft,2012,11,26,16,50,11XX BURNABY ST,West End,490349.8498,5458577.9878
Other Theft,2012,5,10,17,21,11XX BURNABY ST,West End,490370.5353,5458557.7347
Other Theft,2012,6,4,9,12,11XX BURRARD ST,Central Business District,490652.6966,5458531.0645
Other Theft,2012,9,6,14,30,11XX BURRARD ST,Central Business District,490669.3771,5458547.9857
Other Theft,2012,1,30,20,36,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2012,1,31,5,40,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2012,2,15,22,31,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2012,7,29,7,0,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2012,7,31,8,22,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2012,8,1,17,35,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2012,9,21,3,0,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2012,9,21,4,24,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2012,10,30,1,30,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2012,10,31,12,5,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2012,11,1,0,37,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2012,12,25,16,23,11XX BURRARD ST,Central Business District,490715.2484,5458594.519
Other Theft,2012,2,10,11,38,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2012,8,9,16,52,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2012,4,10,21,0,11XX CARDERO ST,West End,490014.4304,5459263.8062
Other Theft,2012,4,14,11,6,11XX COMMERCIAL DR,Grandview-Woodland,494945.3839,5457966.2225
Other Theft,2012,8,23,13,57,11XX COMMERCIAL DR,Grandview-Woodland,494945.3839,5457966.2225
Other Theft,2012,9,2,12,40,11XX COMMERCIAL DR,Grandview-Woodland,494945.3839,5457966.2225
Other Theft,2012,11,7,19,10,11XX COMMERCIAL DR,Grandview-Woodland,494945.3839,5457966.2225
Other Theft,2012,4,8,13,40,11XX COMMERCIAL DR,Grandview-Woodland,494945.6026,5457986.709
Other Theft,2012,4,27,16,45,11XX COMMERCIAL DR,Grandview-Woodland,494945.8213,5458007.1954
Other Theft,2012,5,19,14,0,11XX COMOX ST,West End,490585.5306,5458809.1797
Other Theft,2012,8,27,15,17,11XX DAVIE ST,West End,490318.1321,5458781.6243
Other Theft,2012,9,18,18,29,11XX DAVIE ST,West End,490323.8352,5458775.8059
Other Theft,2012,6,7,1,30,11XX DAVIE ST,West End,490338.0928,5458761.2599
Other Theft,2012,6,12,20,30,11XX DAVIE ST,West End,490338.0928,5458761.2599
Other Theft,2012,9,7,21,0,11XX DAVIE ST,West End,490338.0928,5458761.2599
Other Theft,2012,8,4,18,15,11XX DAVIE ST,West End,490342.9686,5458743.2223
Other Theft,2012,3,16,21,30,11XX DAVIE ST,West End,490358.0534,5458740.8954
Other Theft,2012,4,2,23,0,11XX DAVIE ST,West End,490358.0534,5458740.8954
Other Theft,2012,11,22,20,0,11XX DAVIE ST,West End,490358.0534,5458740.8954
Other Theft,2012,1,1,4,0,11XX DAVIE ST,West End,490360.0777,5458725.7671
Other Theft,2012,1,29,10,30,11XX DAVIE ST,West End,490360.0777,5458725.7671
Other Theft,2012,5,2,23,0,11XX DAVIE ST,West End,490360.0777,5458725.7671
Other Theft,2012,5,8,9,28,11XX DAVIE ST,West End,490360.0777,5458725.7671
Other Theft,2012,7,8,21,0,11XX DAVIE ST,West End,490360.0777,5458725.7671
Other Theft,2012,7,22,2,0,11XX DAVIE ST,West End,490360.9049,5458737.9862
Other Theft,2012,2,8,18,19,11XX DAVIE ST,West End,490366.6079,5458732.1678
Other Theft,2012,11,17,9,45,11XX DAVIE ST,West End,490366.6079,5458732.1678
Other Theft,2012,11,11,17,23,11XX DAVIE ST,West End,490389.42,5458708.8942
Other Theft,2012,4,11,1,0,11XX DAVIE ST,West End,490391.4443,5458693.7658
Other Theft,2012,9,12,4,20,11XX DAVIE ST,West End,490395.1231,5458703.0758
Other Theft,2012,1,10,14,0,11XX DAVIE ST,West End,490411.405,5458673.4014
Other Theft,2012,11,17,13,30,11XX DAVIE ST,West End,490411.405,5458673.4014
Other Theft,2012,11,30,14,0,11XX DAVIE ST,West End,490411.405,5458673.4014
Other Theft,2012,1,21,15,46,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2012,4,14,9,10,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2012,9,9,9,11,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2012,9,15,18,35,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2012,9,21,13,16,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2012,10,2,11,27,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2012,11,20,18,11,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2012,11,23,11,15,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2012,12,17,11,36,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2012,1,20,20,0,11XX DAVIE ST,West End,490434.2171,5458650.1277
Other Theft,2012,5,21,23,37,11XX DAVIE ST,West End,490445.6231,5458638.4909
Other Theft,2012,8,12,1,0,11XX DENMAN ST,West End,489714.979,5459422.6133
Other Theft,2012,9,4,15,30,11XX DENMAN ST,West End,489714.979,5459422.6133
Other Theft,2012,9,14,0,30,11XX DENMAN ST,West End,489714.979,5459422.6133
Other Theft,2012,10,26,22,0,11XX DENMAN ST,West End,489714.979,5459422.6133
Other Theft,2012,9,13,11,0,11XX DENMAN ST,West End,489715.2413,5459435.7912
Other Theft,2012,8,30,15,45,11XX DENMAN ST,West End,489761.2703,5459468.7724
Other Theft,2012,1,19,12,0,11XX DENMAN ST,West End,489790.2733,5459498.0912
Other Theft,2012,4,2,15,0,11XX DENMAN ST,West End,489798.8881,5459519.8445
Other Theft,2012,2,26,17,2,11XX DENMAN ST,West End,489804.6775,5459512.6928
Other Theft,2012,12,18,16,0,11XX DENMAN ST,West End,489804.6775,5459512.6928
Other Theft,2012,5,18,10,0,11XX E 12TH AVE,Mount Pleasant,494101.0946,5456330.2085
Other Theft,2012,8,29,0,0,11XX E 12TH AVE,Mount Pleasant,494101.0946,5456330.2085
Other Theft,2012,7,5,21,22,11XX E 15TH AVE,Mount Pleasant,494115.5979,5456013.5764
Other Theft,2012,6,11,10,57,11XX E 53RD AVE,Sunset,494040.2912,5452127.2031
Other Theft,2012,11,9,21,0,11XX E 53RD AVE,Sunset,494040.2912,5452127.2031
Other Theft,2012,6,4,5,50,11XX E 53RD AVE,Sunset,494067.4887,5452117.427
Other Theft,2012,2,7,10,0,11XX E BROADWAY AVE,Mount Pleasant,494159.2861,5456635.6216
Other Theft,2012,2,15,15,0,11XX E BROADWAY AVE,Mount Pleasant,494159.2861,5456635.6216
Other Theft,2012,5,11,15,0,11XX E BROADWAY AVE,Mount Pleasant,494159.2861,5456635.6216
Other Theft,2012,8,16,14,21,11XX E BROADWAY AVE,Mount Pleasant,494159.2861,5456635.6216
Other Theft,2012,10,15,12,0,11XX E BROADWAY AVE,Mount Pleasant,494159.2861,5456635.6216
Other Theft,2012,11,24,11,30,11XX E BROADWAY AVE,Mount Pleasant,494159.2861,5456635.6216
Other Theft,2012,12,17,11,0,11XX E BROADWAY AVE,Mount Pleasant,494159.2861,5456635.6216
Other Theft,2012,2,26,23,30,11XX E GEORGIA ST,Strathcona,494149.3451,5458384.3412
Other Theft,2012,1,2,13,15,11XX E GEORGIA ST,Strathcona,494188.6318,5458383.3704
Other Theft,2012,5,19,1,30,11XX E HASTINGS ST,Strathcona,494112.1035,5458689.507
Other Theft,2012,5,24,22,25,11XX E KENT S AVE,Sunset,493988.7811,5450647.9548
Other Theft,2012,9,11,20,0,11XX GILFORD ST,West End,489647.1965,5459582.1599
Other Theft,2012,8,12,2,0,11XX GRANVILLE ST,Central Business District,490830.218,5458289.5808
Other Theft,2012,11,3,3,40,11XX GRANVILLE ST,Central Business District,490830.218,5458289.5808
Other Theft,2012,2,4,3,20,11XX GRANVILLE ST,Central Business District,490849.4359,5458295.9346
Other Theft,2012,2,17,23,45,11XX GRANVILLE ST,Central Business District,490849.4359,5458295.9346
